Ordre de travail;Staut Ordre de travail;Service;Description;Equipment;Nom Equipement;date enregistrement;Noeud Parent;Nom_parent;Classification Equipement;Date début;Date Fin;Modèle OT;Type OT 
OT334284;en cours d'exécution;élec1;problème basculement moule :;;;;;;;;;;
OT334284;en cours d'exécution;élec1;problème basculement moule :;;;;;;;;;;
OT334285;en cours d'exécution;élec1;défaut basculement moule:;;;;;;;;;;
OT334286;en cours d'exécution;méc1;défaut emprinte pot n°7 et 8 et 9:;;;;;;;;;;
OT334287;en cours d'exécution;méc1;réparation bourrage papier décor;PFC103;ERCA 3 (EF320L série 37212);;PFC1;conditionnement 1;Mec;13/10/2020;13/10/2020;;correctif non planifié
OT334288;en cours d'exécution;méc1;mauvaise injection décor pot n°2 / 3 / 4 et 5:;;;;;;;;;;
OT334289;en cours d'exécution;méc1;mauvaise injection décor pot n°2 / 3 / 4 et 5:;;;;;;;;;;
OT334290;en cours d'exécution;élec1;défaut température et réseau profibus:;;;;;;;;;;
OT334291;en cours d'exécution;méc1;défaut perçage plastique :;;;;;;;;;;
OT334292;en cours d'exécution;méc1;problème écrasement pot sous presse découpe :;;;;;;;;;;
OT334293;en cours d'exécution;méc1;défaut perçage :;;;;;;;;;;
OT334294;en cours d'exécution;élec1;disjonction alimentation général chauffage + alimentation chauffage soudure :;;;;;;;;;;
OT334295;en cours d'exécution;élec1;défaut capteur spot papier :;;;;;;;;;;
OT334296;en cours d'exécution;méc1;défaut position papier pot n°3 et 6 et 7:;;;;;;;;;;
OT334303;en cours d'exécution;FA N°13485 (YOUSSEF JOMAA);BC261711;PAV004021;Chariot n°20;01/10/2020 15:49;PAV004;Chariots Elevateurs;MEC;01/10/2020;01/10/2020;;correctif planifié
OT334305;en cours d'exécution;FA N°13486 (YOUSSEF JOMAA);BC261712;PAV004024;Chariot n°23;01/10/2020 15:55;PAV004;Chariots Elevateurs;MEC;01/10/2020;01/10/2020;;correctif planifié
OT334306;en cours d'exécution;FA N°13487 (YOUSSEF JOMAA);BC261713;PAV004023;Chariot n°22;13/10/2020 16:04;PAV004;Chariots Elevateurs;MEC;01/10/2020;01/10/2020;;correctif planifié
OT334308;en cours d'exécution;MECANIQUE;Problème brique acide===>Démiontage et révision vanne complexe;ULPRPH0104;TBA/8;;ULPRPH01;UHT A;Mec;12/10/2020;12/10/2020;;correctif planifié
OT334309;en cours d'exécution;FA N°20200432 (LA PIECE EURO JAPONAISE);BC261715;PAV00600;DIVERS;02/09/2020 09:20;PAV006;Equipements;mec;02/09/2020;02/09/2020;;correctif planifié
OT334311;en cours d'exécution;ELECTRIQUE;Décharge brique suite défaut S.T de la M.D;ULPRPH0405;A3/FLEX;;ULPRPH04;UHT D;Mec;12/10/2020;12/10/2020;;correctif non planifié
OT334312;en cours d'exécution;MECANIQUE;2clatement plaque de cisaillement au cours de l'intermediaire;ULPRPH0202;HOMO STEREDIAL;;ULPRPH02;UHT B;Mec;13/10/2020;13/10/2020;;correctif non planifié
OT334313;en cours d'exécution;MECANIQUE;Bourrage UFP===>changement taquet chaine UFP;ULPRPH0205;TBA/8;;ULPRPH02;UHT B;Mec;13/10/2020;13/10/2020;;correctif non planifié
OT334314;en cours d'exécution;méc2;serrage et dressage guide de passage bouchonsuite bouchons non charger sur glisiere;PFC206;Galdi RG250;;PFC2;Conditionnement 2;;13/10/2020;13/10/2020;;correctif non planifié
OT334316;en cours d'exécution;méc1(P103XVB01);fuite vanne pasto lait 1 (P103XVB01):;;;;;;;;;;
OT334317;en cours d'exécution;méc2;centrage guide de magasin ligne 2 et fixation vis suite probleme chargement cartons sur mondrin ligne 2;PFC206;Galdi RG250;;PFC2;Conditionnement 2;;13/10/2020;13/10/2020;;correctif non planifié
OT334318;en cours d'exécution;méc2;changement membrane suite fuite produit;PFC206;Galdi RG250;;PFC2;Conditionnement 2;;14/10/2020;14/10/2020;;correctif planifié
OT334319;en cours d'exécution;élec1;défaut lampe UV:;;;;;;;;;;
OT334320;en cours d'exécution;méc2;serrage les raccord et remplissage d'huile suite les bras ne serre pas sur les bobines plastique;PFS110;Chariot porte bobine;;PFS1;Suremballage;Elec;13/10/2020;13/10/2020;;correctif planifié
OT334321;en cours d'exécution;méc2*;changement interrepteur ;PFD002;Divers électrique UPF;;PFD0;Divers;;13/10/2020;13/10/2020;;correctif planifié
OT334322;en cours d'exécution;élec1;disjonction alimentation chauffage presse soudure + défaut sonde température +défaut son carte (F87carte 620):;;;;;;;;;;
OT334322;en cours d'exécution;élec1;disjonction alimentation chauffage presse soudure + défaut sonde température +défaut son carte (F87carte 620):;;;;;;;;;;
OT334323;en cours d'exécution;méc1;problème perçage :;;;;;;;;;;
OT334325;en cours d'exécution;élec1;débourbage trés important au niveau bac de lancement ;;;;;;;;;;
OT334326;en cours d'exécution;Etm2;Filtre et flexible eau glacée climatiseur au fin salle maturation sale;;;;;;;;;;
OT334327;en cours d'exécution;Etm2;Climatiseur salle préparation dessert ne fonctionne pas et sale;;;;;;;;;;
OT334328;en cours d'exécution;Etm2;Présence fuite au niveau raccord conduite inox côté station azote ;;;;;;;;;;
OT334329;en cours d'exécution;Etm2;Bouton poussoir chasse d'eau vestiaire N°1 endommagé;;;;;;;;;;
OT334330;en cours d'exécution;Eté2;Cage ventilo près du ERCA DESSERT 1 démonté;;;;;;;;;;
OT334331;en cours d'exécution;Etm1;pince mobile prés du doseur produit ne fonctionne pas ;;;;;;;;;;
OT334332;en cours d'exécution;Eté2;Désinsectiseur salle préparation dessert sale;;;;;;;;;;
OT334333;en cours d'exécution;Eté2;Désinsectiseur au niveau quai magasin sale;;;;;;;;;;
OT334334;en cours d'exécution;ENERGETIQUE;CHANGEMENT FILTRES;ULUTTE010503;OSMOSEUR EAU N°3;;ULUTTE0105;OSMOSEURS EAUX;;10/10/2020;10/10/2020;;correctif planifié
OT334335;en cours d'exécution;Eté2;Boite électrique côté porte monter rapide démonté;;;;;;;;;;
OT334336;en cours d'exécution;Etm1;fuite d'huile et défaut graissage centralisée ;;;;;;;;;;
OT334337;en cours d'exécution;MECANIQUE;CHANGEMENT GRAISSE;ULPRPS0206;ETIQUITEUSE;;ULPRPS02;BOUTEILLE;;09/10/2020;09/10/2020;;correctif planifié
OT334338;en cours d'exécution;Etm1;Fuite flexible d'huile de graissage machine au niveau presse de soudure coté piston doseur ;;;;;;;;;;
OT334339;en cours d'exécution;MECANIQUE;REPARATION BARRE DE SOUDURE;ULPRPS0207;FARDELEUSE;;ULPRPS02;BOUTEILLE;;11/10/2020;12/10/2020;;correctif non planifié
OT334340;en cours d'exécution;Etm1;Ejecteur découpe non fixé;;;;;;;;;;
OT334341;en cours d'exécution;Etm1(P3I1XV91);Fuite arrivé d'eau pasto 3 (P3I1XV91);;;;;;;;;;
OT334342;clôturé;Eté1;manque éclairage salle NEP 1;;;;;;;;;;
OT334343;en cours d'exécution;Eté2;Lampe luminaire au dessus TM19 démonté;;;;;;;;;;
OT334345;en cours d'exécution;Etm1;défaut centreur bobine bandrole;;;;;;;;;;
OT334346;en cours d'exécution;Etm1;point soudure au niveau ligne vanne retour NEP ligne 3 (N1G1XV33);;;;;;;;;;
OT334347;en cours d'exécution;ELECTRIQUE;CHANGEMENT CARTE ;ULPRPF0104;TANK TM 4;;ULPRPF01;SALLE MATTURTION;;13/10/2020;13/10/2020;;correctif non planifié
OT334348;en cours d'exécution;prod;changement chaussette;PFC103;ERCA 3 (EF320L série 37212);;PFC1;conditionnement 1;Mec;14/10/2020;14/10/2020;;correctif planifié
OT334472;en cours d'exécution;ELECTRIQUE;Remplissage eau batterie;ULPRPH0602;CHARIOT PORTE BOBINE ELECTRIQUE;;ULPRPH06;DIVERS UHT;Elec;14/10/2020;14/10/2020;;correctif planifié
OT334473;en cours d'exécution;MECANIQUE;Changement roue contre pression;ULPRPH0205;TBA/8;;ULPRPH02;UHT B;Mec;14/10/2020;14/10/2020;;correctif planifié
OT334476;en cours d'exécution;méc2;enlever le plastique sous presse soudure + decoupe;;;;;;;;;;
OT334477;en cours d'exécution;méc2;changement bobine ;;;;;;;;;;
OT334478;en cours d'exécution;méc1;cage presse découpe démonté :;;;;;;;;;;
OT334479;en cours d'exécution;élec2;"reparation fuite d'air suite defaut vanne mandomix ""C2N2XVB03""";PFC201;ERCA dessert 1 (MF14 série 29313);;PFC2;Conditionnement 2;;14/10/2020;14/10/2020;;correctif non planifié
OT334480;en cours d'exécution;méc1(M159XVB02);vanne soutirage TM9 vers ERCA3 en défaut l'heure de basculement vers TM1 (arrét planifier): (M159XVB02):;;;;;;;;;;
OT334480;en cours d'exécution;méc1(M159XVB02);vanne soutirage TM9 vers ERCA3 en défaut l'heure de basculement vers TM1 (arrét planifier): (M159XVB02):;;;;;;;;;;
OT334481;en cours d'exécution;méc1+élec1;débouchage moule + court circuit coté moteur tapis de sortie :;;;;;;;;;;
OT334481;en cours d'exécution;méc1+élec1;débouchage moule + court circuit coté moteur tapis de sortie :;;;;;;;;;;
OT334482;en cours d'exécution;élec1;défaut capteur spot papier :;;;;;;;;;;
OT334482;en cours d'exécution;élec1;défaut capteur spot papier :;;;;;;;;;;
OT334483;en cours d'exécution;méc1(M161XVB04);fuite au niveau vanne TM11 vers ERCA1 (M161XVB04):;;;;;;;;;;
OT334484;en cours d'exécution;élec1(M162XVB32);alarme au niveau vanne ligne refroidissement TM12 (M162XVB32):;;;;;;;;;;
OT334485;en cours d'exécution;méc1(P8W1XVB01);fuit produit au niveau vanne (P8W1XVB01):;;;;;;;;;;
OT334486;en cours d'exécution;méc1+élec1;défaut au niveau élévateur salle poudrage 1 :;;;;;;;;;;
OT334486;en cours d'exécution;méc1+élec1;défaut au niveau élévateur salle poudrage 1 :;;;;;;;;;;
OT334487;en cours d'exécution;méc2;;PFG211;Chambre Froide n1;;PFG2;Atelier Chambre froid;ENERG;15/10/2020;15/10/2020;;correctif planifié
OT334488;en cours d'exécution;méc1;pousse de colle du machine ETpack bouché :;;;;;;;;;;
OT334489;en cours d'exécution;Etm1;point soudure à l'extérieur du TLP1 ;;;;;;;;;;
OT334490;en cours d'exécution;Etm1;Fuite d'eau sous bac de refroidissement;;;;;;;;;;
OT334491;en cours d'exécution;méc1;changement chape;PFC101;ERCA 1 (EF320L série 39306);;PFC1;conditionnement 1;Mec;15/10/2020;15/10/2020;;correctif non planifié
OT334492;en cours d'exécution;Etm2;Guide entrée cassier est casser;;;;;;;;;;
OT334493;en cours d'exécution;Etm2;Fuite d'eau au niveau filtre eau stérile;;;;;;;;;;
OT334494;en cours d'exécution;Etm2;Point soudure au dessus vanne échantillon stork;;;;;;;;;;
OT334495;en cours d'exécution;Etm2;Manque calarufuge au niveau circuit rechauffement eau chaude et soude 2;;;;;;;;;;
OT334496;en cours d'exécution;Etm2;Fuite produit et vapeur au niveau circuit chambre de fuite manifold dessert;;;;;;;;;;
OT334497;en cours d'exécution;Etm2;Cage pistons mal fixée;;;;;;;;;;
OT334498;en cours d'exécution;Etm2;Cage pompe envoie ligne 1, acide , soude 2 mal fixée;;;;;;;;;;
OT334499;en cours d'exécution;Eté2;Flexible d'air côté manifold dessert endommagé;;;;;;;;;;
OT334500;en cours d'exécution;Eté2;Capteur trou d'homme mal fixée;;;;;;;;;;
OT334544;en cours d'exécution;élec2;changement disribiteur suite defaut applicateur bouchon;PFC206;Galdi RG250;;PFC2;Conditionnement 2;;16/10/2020;16/10/2020;;correctif non planifié
OT334545;en cours d'exécution;Etm1;support bouteil 110g déformé (défaut dosage);;;;;;;;;;
OT334546;en cours d'exécution;Etm1;Point soudure au dessous pot ferment;;;;;;;;;;
OT334547;clôturé;Eté1;Fuite d'air au niveau distributeur étirement;;;;;;;;;;
OT334549;en cours d'exécution;élec2;actionner distribiteur manuellement suite defaut applicateur bouchon ligne 1;PFC206;Galdi RG250;;PFC2;Conditionnement 2;;15/10/2020;15/10/2020;;correctif non planifié
OT334550;en cours d'exécution;méc2;reparation bourrage carton;PFC206;Galdi RG250;;PFC2;Conditionnement 2;;15/10/2020;15/10/2020;;correctif non planifié
OT334551;en cours d'exécution;méc1;nettoyage soudure + graissage machine + changement format;PFC101;ERCA 1 (EF320L série 39306);;PFC1;conditionnement 1;Mec;15/10/2020;15/10/2020;;correctif planifié
OT334552;en cours d'exécution;méc1;réparation fuite d'huile sous presse découpe ;PFC101;ERCA 1 (EF320L série 39306);;PFC1;conditionnement 1;Mec;15/10/2020;15/10/2020;;correctif planifié
OT334553;en cours d'exécution;méc2;nettoyage électrode soudure;;;;;;;;;;
OT334554;en cours d'exécution;méc1;défaut perçage :;;;;;;;;;;
OT334555;en cours d'exécution;méc1;écrasement poty sous presse soudure :;;;;;;;;;;
OT334556;en cours d'exécution;méc2;presence givre au niveau évaporateur N°2;;;;;;;;;;
OT334557;en cours d'exécution;élec1;défaut doseur arome ligne 1 :;;;;;;;;;;
OT334558;en cours d'exécution;méc1;problème écrasement sous presse soudure :;;;;;;;;;;
OT334559;en cours d'exécution;méc1;problème opercule déchiré:;;;;;;;;;;
OT334560;en cours d'exécution;méc1;bourrage magasin décor :;;;;;;;;;;
OT334561;en cours d'exécution;méc2;remplisage d'huile et montage goupille pour l'aile de verinsuite nivleur ne monte pas ;PFG215;Nivleur;;PFG2;Atelier Chambre froid;Mec;15/10/2020;15/10/2020;;correctif planifié
OT334562;en cours d'exécution;élec1;défaut image :;;;;;;;;;;
OT334563;en cours d'exécution;méc2;inspection + demontage + nettoyage suite bouchage;PFP211;Bureau de Recherche;;PFP2;Etage (Process 2);Qual;15/10/2020;15/10/2020;;correctif planifié
OT334564;en cours d'exécution;prod;joint adaptable pour le centreur ;PFC201;ERCA dessert 1 (MF14 série 29313);;PFC2;Conditionnement 2;;16/10/2020;16/10/2020;;correctif planifié
OT334565;en cours d'exécution;méc1;défaut limiteur de couple :;;;;;;;;;;
OT334566;en cours d'exécution;élec2*;changement relais d'interface;PFC201;ERCA dessert 1 (MF14 série 29313);;PFC2;Conditionnement 2;;16/10/2020;16/10/2020;;correctif planifié
OT334568;en cours d'exécution;entretien curatif;CHNGEMENT TAMBOUR CH MEC N°27;PAV004041;Chariot N° 27;;PAV004;Chariots Elevateurs;Mec;16/10/2020;16/10/2020;;correctif planifié
OT334570;en cours d'exécution;MECANIQUE;Réparation;ULPRDV0112;TRANSPALETTE TC21- HORS SERVICE;;ULPRDV01;TRANSPALETTE;;15/10/2020;15/10/2020;;correctif planifié
OT334571;en cours d'exécution;MECANIQUE;réparation;ULPRDV0117;TRANSPALETTE TC25;;ULPRDV01;TRANSPALETTE;Mec;15/10/2020;15/10/2020;;correctif planifié
OT334575;en cours d'exécution;MECANIQUE;changement roue contre pression;ULPRPH0205;TBA/8;;ULPRPH02;UHT B;Mec;16/10/2020;16/10/2020;;correctif planifié
OT334577;en cours d'exécution;MECANIQUE;Bourrage UFP;ULPRPH0305;A3/FLEX;;ULPRPH03;UHT C;Mec;14/10/2020;14/10/2020;;correctif non planifié
OT334579;en cours d'exécution;ELECTRIQUE;Défaut capteur vérin poussoire;ULPRPH0208;MARIANI;;ULPRPH02;UHT B;Mec;15/10/2020;15/10/2020;;correctif non planifié
OT334581;en cours d'exécution;élec2;reglage flux laminaire suite defaut couvercle 1&2;PFC203;ERCA dessert 2 (MF14 série 26016);;PFC2;Conditionnement 2;;16/10/2020;16/10/2020;;correctif non planifié
OT334582;en cours d'exécution;élec2;reglage capteur  suite defautbouchon non charger sur glisiere;PFC206;Galdi RG250;;PFC2;Conditionnement 2;;16/10/2020;16/10/2020;;correctif non planifié
OT334583;en cours d'exécution;méc2*;;PFC201;ERCA dessert 1 (MF14 série 29313);;PFC2;Conditionnement 2;;16/10/2020;16/10/2020;;correctif non planifié
OT334584;en cours d'exécution;élec1;défaut dosage n°6 :;;;;;;;;;;
OT334585;en cours d'exécution;méc1;défaut dosage station n°5 et 6 :;;;;;;;;;;
OT334586;en cours d'exécution;méc2*;;PFC200;Divers conditionnement 2;;PFC2;Conditionnement 2;;17/10/2020;17/10/2020;;correctif planifié
OT334587;en cours d'exécution;méc1;débouchage moule :;;;;;;;;;;
OT334589;en cours d'exécution;élec1;défaut démarrage pasto 3 (défaut élement P3H1PS01 del'homo G90):;;;;;;;;;;
OT334590;en cours d'exécution;élec1*;changement fiche vempire + répartiteur ;PFM101;Manifold;;PFM1;Maturation;;17/10/2020;17/10/2020;;correctif planifié
OT334592;en cours d'exécution;élec2;changement clairinete et raccord suite alarme vanne remplissage TM20 et TM21 sur ligne refroidissement;PFP2020504;TM20;;PFP20205;Tanks Maturation (TM);;18/10/2020;18/10/2020;;correctif non planifié
OT334593;en cours d'exécution;méc2;"changement garniture suite fuite produit au niveau pompe reprise ligne poudrage 2 ""i302XME03""";PFP1060607;Pompe centrifuge;;PFP10606;Poudrage 2;;19/10/2020;19/10/2020;;correctif non planifié
OT334594;en cours d'exécution;élec1;vérification contact ;;;;;;;;;;
OT334595;en cours d'exécution;méc2;changement électrode de soudure;;;;;;;;;;
OT334596;en cours d'exécution;élec1*;changement 2 lampe UV;PFC104;Serac A (DmxR12T12/540 série M06-OF64);;PFC1;conditionnement 1;Mec;17/10/2020;17/10/2020;;correctif planifié
OT334597;en cours d'exécution;élec1;temps de cycle variateur tirage trp long + défaut variateur basculement moule:;;;;;;;;;;
OT334598;en cours d'exécution;méc1+élec1;problème tirage + soudure (défaut variateur):;;;;;;;;;;
OT334598;en cours d'exécution;méc1+élec1;problème tirage + soudure (défaut variateur):;;;;;;;;;;
OT334598;en cours d'exécution;méc1+élec1;problème tirage + soudure (défaut variateur):;;;;;;;;;;
OT334599;en cours d'exécution;méc1;mauvaise découpe :;;;;;;;;;;
OT334599;en cours d'exécution;méc1;mauvaise découpe :;;;;;;;;;;
OT334600;en cours d'exécution;méc1(M1T1XV01);fuite produit au niveau vanne arrivé produit pot ferment (M1T1XV01):;;;;;;;;;;
OT334601;en cours d'exécution;méc1;problème axe tirant démonté de boite de chauffe inférieur :;;;;;;;;;;
OT334602;en cours d'exécution;méc1;bouchage moule :;;;;;;;;;;
OT334603;en cours d'exécution;méc1;écrasement sous presse découpe :;;;;;;;;;;
OT334604;en cours d'exécution;Etm1;Fuite d'eau sous moteur de tirage ;;;;;;;;;;
OT334605;en cours d'exécution;Etm1;défaut support bobine bondrole;;;;;;;;;;
OT334606;en cours d'exécution;Etm1;Fuite solution au niveau pompe envoie ligne 3 (N103XME01);;;;;;;;;;
OT334607;en cours d'exécution;Etm1;Fuite solution de nettoyage au niveau garniture pompe retour NEP ligne 4 (M100XME28);;;;;;;;;;
OT334608;en cours d'exécution;Etm1;Fuite vapeur au niveau boucle rechauffeur ERCA3;;;;;;;;;;
OT334609;clôturé;Etm1;Vibration au niveau pasto créme 2 (pompe soutirage + débimètre);;;;;;;;;;
OT334610;en cours d'exécution;Etm1;Point soudure dérière vanne envoie eau chaude ligne 2 (N1C1XV02);;;;;;;;;;
OT334611;en cours d'exécution;Etm1;Point soudure au niveau conduite retour NEP au dessus pot ferment ;;;;;;;;;;
OT334612;en cours d'exécution;méc2*;changement joint DN40;PFP20302;Homo stork;;PFP203;Dessert (stork);;17/10/2020;17/10/2020;;correctif non planifié
OT334613;en cours d'exécution;élec2;changement air box au niveau circuit eau stérile suite defaut vanne S7X4XVB68;PFP206;Circuit Eau;;PFP2;Etage (Process 2);;19/10/2020;19/10/2020;;correctif planifié
OT334614;en cours d'exécution;élec1*;changement détecteur de fumer au niveau local technique;PFD002;Divers électrique UPF;;PFD0;Divers;;19/10/2020;19/10/2020;;correctif planifié
OT334615;en cours d'exécution;élec2;tirage câble ASI et changement prise vampire suite alarme pasto6 au cours de nettoyage suite alarme vannes remplissage et arrivée NEP des TM20,21 et 22;PFP20206;Manifold Pasto 6;;PFP202;Pasto 6 (boisson lactée);;20/10/2020;20/10/2020;;correctif planifié
OT334616;en cours d'exécution;méc2+élec2;demontage vanne papillion suite defaut vanne pied de tanks liquiverter;;;;;;;;;;
OT334617;en cours d'exécution;élec2;nettoyage tête suite defaut impression;PFC206;Galdi RG250;;PFC2;Conditionnement 2;;19/10/2020;19/10/2020;;correctif non planifié
OT334618;en cours d'exécution;élec2;dressage et reparation coincement lie par dechet suite probleme injection ettiquiteuse sur ligne 2;PFC204;Lormos 2 (4005);;PFC2;Conditionnement 2;;19/10/2020;19/10/2020;;correctif non planifié
OT334619;en cours d'exécution;méc2;reparation position capteur mal positionner suite defaut formage et soudure;PFC201;ERCA dessert 1 (MF14 série 29313);;PFC2;Conditionnement 2;;19/10/2020;19/10/2020;;correctif non planifié
